jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press_sub-01_PRESS_35_act_jMRUI_A.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-0.00104372	-0.00036353	-0.01824018	0.02767412
-0.00091751	0.00063681	-0.00804200	0.02951149
-0.00018462	0.00093412	-0.00115829	0.01884378
0.00042674	0.00083098	-0.01513567	0.03636982
0.00053612	0.00064043	-0.00972860	0.01661163
0.00060323	0.00049052	-0.01660339	0.03351826
0.00120249	0.00032555	-0.00960611	0.02978080
0.00205555	-0.00016529	-0.00601208	0.03107091
0.00159186	-0.00135008	-0.00519484	0.01089931
0.00073761	-0.00234924	-0.01350634	0.03701189
-0.00093753	-0.00222137	-0.00363222	0.04228841
-0.00169038	-0.00035694	0.00580798	0.02894023
-0.00117564	0.00043809	-0.00791390	0.02207853
-0.00025938	0.00087417	0.00185126	0.02395522
0.00034771	-0.00045321	-0.01823509	0.02741287
-0.00031838	-0.00094660	-0.00685784	0.02967447
-0.00130678	-0.00035629	-0.00550252	0.03340265
-0.00159937	0.00091480	-0.00889943	0.02442808
-0.00085174	0.00179142	-0.00656673	0.03244988
0.00091824	0.00164047	-0.01200466	0.02541422
0.00172753	0.00048392	-0.01590439	0.01658420
0.00149410	-0.00075618	-0.01627706	0.02969295
0.00022608	-0.00106432	-0.01149911	0.02423073
-0.00021970	-0.00054290	-0.01586664	0.03708674
0.00024724	-0.00015142	-0.01283200	0.02322727
0.00092326	-0.00030417	-0.01228006	0.02818266
0.00101637	-0.00104484	-0.02699906	0.03453410
-0.00002695	-0.00164106	-0.00797233	0.02686661
-0.00140729	-0.00158081	-0.01681414	0.01886919
-0.00174815	0.00004225	-0.00118696	0.02403795
-0.00112025	0.00135030	-0.00818360	0.02383325
0.00031850	0.00132912	-0.01141936	0.05441570
0.00139307	0.00060108	-0.00768808	0.01615088
0.00134733	-0.00076138	-0.00616855	0.03035221
0.00023752	-0.00101133	-0.01286553	0.01218791
-0.00045124	-0.00045425	-0.01764635	0.03433617
-0.00032785	-0.00035054	-0.00729348	0.02076894
-0.00030311	-0.00028317	0.00424693	0.04715131
